date,location,total_vaccinations,total_distributed,people_fully_vaccinated,daily_vaccinations
2021-04-02,New Jersey,4655258,5450855,1796703,99489
2021-04-03,New Jersey,4766910,5517655,1849501,101852
2021-04-04,New Jersey,4855447,5517655,1890162,101790
2021-04-05,New Jersey,4909547,5517655,1910700,100784
2021-04-06,New Jersey,4979819,5648815,1948426,98186
2021-04-07,New Jersey,5094041,5995935,2007906,101858
2021-04-08,New Jersey,5226827,6172285,2077411,100405
2021-04-09,New Jersey,5351413,6243165,2153059,99451
2021-04-10,New Jersey,5495689,6362455,2236169,104111
2021-04-11,New Jersey,5590502,6362455,2288890,105008
2021-04-12,New Jersey,5673369,6362455,2335482,109117
2021-04-13,New Jersey,5769561,6619975,2391528,112820
2021-04-14,New Jersey,5874832,6636645,2445130,111542
2021-04-15,New Jersey,5978301,6902305,2494175,107353
2021-04-16,New Jersey,6076066,6966065,2542293,103522
2021-04-17,New Jersey,6188717,7169475,2600534,99004
2021-04-18,New Jersey,6269398,7169475,2637550,96985
2021-04-19,New Jersey,6340637,7169475,2673898,95324
2021-04-20,New Jersey,6415408,7429225,2711069,92264
2021-04-21,New Jersey,6510179,7444665,2759775,90764
2021-01-12,New Mexico,78235,177075,11335,
2021-01-13,New Mexico,81855,199525,12426,3620
2021-01-14,New Mexico,89415,204750,,5590
2021-01-15,New Mexico,99305,204750,18711,7023
2021-01-16,New Mexico,,,,7695
2021-01-17,New Mexico,,,,8098
2021-01-18,New Mexico,,,,8367
2021-01-19,New Mexico,138150,204750,23236,8559
2021-01-20,New Mexico,143302,225850,24706,8778
2021-01-21,New Mexico,152465,237725,27014,9007
2021-01-22,New Mexico,162045,248300,29278,8963
2021-01-23,New Mexico,184698,257075,33133,10812
2021-01-24,New Mexico,200141,257075,34878,11630
2021-01-25,New Mexico,204670,257075,35507,10890
2021-01-26,New Mexico,210136,270725,35823,10284
2021-01-27,New Mexico,217075,303625,38292,10539
2021-01-28,New Mexico,224692,314750,41669,10318
2021-01-29,New Mexico,238755,317800,46878,10959
2021-01-30,New Mexico,248321,317900,50153,9089
2021-01-31,New Mexico,264147,317900,56314,9144
2021-02-01,New Mexico,275224,317900,60099,10079
2021-02-02,New Mexico,277617,351050,60740,9640
2021-02-03,New Mexico,284830,356150,62821,9679
2021-02-04,New Mexico,294566,364775,67246,9982
2021-02-05,New Mexico,306945,364875,71951,9741
2021-02-06,New Mexico,322611,364875,78774,10613
2021-02-07,New Mexico,331793,364875,83100,9664
2021-02-08,New Mexico,342786,364875,87916,9652
2021-02-09,New Mexico,346064,405500,88738,9778
2021-02-10,New Mexico,354627,411350,92720,9971
2021-02-11,New Mexico,369864,428675,101665,10757
2021-02-12,New Mexico,388806,429950,111954,11694
2021-02-13,New Mexico,399911,429950,118379,11043
2021-02-14,New Mexico,419882,429950,128316,12584
2021-02-15,New Mexico,,,,12691
2021-02-16,New Mexico,443359,448500,137520,13899
2021-02-17,New Mexico,447379,454350,139262,13250
2021-02-18,New Mexico,456034,454450,144049,12310
2021-02-19,New Mexico,562580,599575,177122,24825
2021-02-20,New Mexico,578916,605885,186104,25572
2021-02-21,New Mexico,595951,605885,194771,25153
2021-02-22,New Mexico,604732,605885,200459,24730
2021-02-23,New Mexico,612496,660415,203441,24162
2021-02-24,New Mexico,618666,680475,206504,24470
2021-02-25,New Mexico,634845,705015,214411,25544
2021-02-26,New Mexico,657118,736165,224643,13505
2021-02-27,New Mexico,678087,738705,233526,14167
2021-02-28,New Mexico,705538,738705,245357,15655
2021-03-01,New Mexico,711612,738705,248615,15269
2021-03-02,New Mexico,721489,800425,254632,15570
2021-03-03,New Mexico,735930,821845,260535,16752
2021-03-04,New Mexico,743904,862495,264446,15580
2021-03-05,New Mexico,765965,894645,272879,15550
2021-03-06,New Mexico,801111,901345,288529,17575
2021-03-07,New Mexico,814029,901345,294681,15499
2021-03-08,New Mexico,833881,901345,303277,17467
2021-03-09,New Mexico,839018,972065,304689,16790
2021-03-10,New Mexico,840633,988615,305392,14958
2021-03-11,New Mexico,867690,997385,316298,17684
2021-03-12,New Mexico,895586,1024955,326268,18517
2021-03-13,New Mexico,913253,1035005,334582,16020
2021-03-14,New Mexico,942171,1035005,348248,18306
2021-03-15,New Mexico,952566,1035005,353640,16955
2021-03-16,New Mexico,970496,1107735,363688,18783
2021-03-17,New Mexico,983709,1131335,368179,20439
2021-03-18,New Mexico,1004050,1136375,378563,19480
2021-03-19,New Mexico,1031202,1176105,390600,19374
2021-03-20,New Mexico,1060171,1183825,407096,20988
2021-03-21,New Mexico,1085158,1183825,419226,20427
2021-03-22,New Mexico,1098197,1183825,425109,20804
2021-03-23,New Mexico,1101603,1253435,426426,18730
2021-03-24,New Mexico,1111612,1268025,431463,18272
2021-03-25,New Mexico,1135178,1297585,440243,18733
2021-03-26,New Mexico,1162064,1327385,450916,18695
2021-03-27,New Mexico,1191220,1337435,462221,18721
2021-03-28,New Mexico,1224826,1337435,477055,19953
2021-03-29,New Mexico,1239316,1337435,485160,20160
2021-03-30,New Mexico,1242292,1428785,486883,20098
2021-03-31,New Mexico,1258002,1442775,493018,20913
2021-04-01,New Mexico,1281047,1486525,503075,20838
2021-04-02,New Mexico,1312410,1506255,519339,21478
2021-04-03,New Mexico,1342108,1514445,534359,21555
2021-04-04,New Mexico,1365434,1514445,544771,20087
2021-04-05,New Mexico,1374022,1514445,549244,19244
2021-04-06,New Mexico,1377054,1606235,550694,19252
2021-04-07,New Mexico,1384192,1619115,554548,18027
2021-04-08,New Mexico,1417243,1658365,570641,19457
2021-04-09,New Mexico,1448347,1679965,587476,19420
2021-04-10,New Mexico,1477908,1710565,604216,19400
2021-04-11,New Mexico,1502885,1710565,615420,19636
2021-04-12,New Mexico,1514221,1710565,621671,20028
2021-04-13,New Mexico,1517182,1771705,624260,20018
2021-04-14,New Mexico,1530389,1791315,632216,20885
2021-04-15,New Mexico,1551199,1837785,640363,19137
2021-04-16,New Mexico,1578058,1843685,655962,18530
2021-04-17,New Mexico,1606321,1882565,667548,18345
2021-04-18,New Mexico,1627241,1882565,677945,17765
2021-04-19,New Mexico,1640167,1882565,683924,17992
2021-04-20,New Mexico,1643816,1921825,685850,18091
2021-04-21,New Mexico,1656039,1931405,693660,17950
2021-01-12,New York State,579532,1622100,36422,
2021-01-13,New York State,632473,1796850,44512,52941
2021-01-14,New York State,688576,1872625,,54522
2021-01-15,New York State,757466,1884325,73523,59311
2021-01-16,New York State,,,,59662
2021-01-17,New York State,,,,59872
2021-01-18,New York State,,,,60012
2021-01-19,New York State,1000319,1884325,102187,60112
2021-01-20,New York State,1046490,2057875,106821,59145
2021-01-21,New York State,1116441,2213975,120801,61124
2021-01-22,New York State,1203994,2367075,142005,63790
2021-01-23,New York State,1282515,2395950,162685,66334
2021-01-24,New York State,1365404,2395950,176659,69502
2021-01-25,New York State,1418313,2395950,183915,68387
2021-01-26,New York State,1453972,2401900,189791,64808
2021-01-27,New York State,1518697,2744450,212802,67458
2021-01-28,New York State,1630504,2812625,238722,73438
2021-01-29,New York State,1703218,2823575,271874,71318
2021-01-30,New York State,1791935,2932775,303102,72774
2021-01-31,New York State,1875462,2932775,329795,72865
2021-02-01,New York State,1927665,2932775,344325,72765
2021-02-02,New York State,1966446,2987075,353127,73211
2021-02-03,New York State,2003170,3241250,368054,69210
2021-02-04,New York State,2060301,3377325,388798,61400
2021-02-05,New York State,2132305,3378300,426368,61298
2021-02-06,New York State,2225316,3378300,468747,61912
2021-02-07,New York State,2336867,3378300,519101,65915
2021-02-08,New York State,2418074,3378300,554262,70058
2021-02-09,New York State,2441693,3428000,572426,67892
2021-02-10,New York State,2535824,3731300,619504,76093
2021-02-11,New York State,2620734,3843300,668178,80062
2021-02-12,New York State,2712546,3870175,721554,82892
2021-02-13,New York State,2821335,3941225,778565,85146
2021-02-14,New York State,2925186,3969050,833444,84046
2021-02-15,New York State,,,,85676
2021-02-16,New York State,3110432,3993825,924475,95534
2021-02-17,New York State,3178252,4018450,955337,91775
2021-02-18,New York State,3253874,4022525,993790,90449
2021-02-19,New York State,3447521,4165325,1066991,104996
2021-02-20,New York State,3535997,4165325,1117514,102095
2021-02-21,New York State,3621973,4171175,1167934,99541
2021-02-22,New York State,3711664,4171175,1205614,99122
2021-02-23,New York State,3772702,4836200,1241540,94610
2021-02-24,New York State,3821059,5349415,1266482,91830
2021-02-25,New York State,3879303,5514665,1291976,89347
2021-02-26,New York State,3955191,5627205,1325906,72524
2021-02-27,New York State,4060431,5757205,1368488,74919
2021-02-28,New York State,4225250,5757205,1430288,86182
2021-03-01,New York State,4355544,5757205,1473773,91983
2021-03-02,New York State,4495821,5987175,1510765,103303
2021-03-03,New York State,4607571,6443525,1544883,112359
2021-03-04,New York State,4730809,6565865,1574158,121644
2021-03-05,New York State,4864621,6849315,1604606,129919
2021-03-06,New York State,5042187,7010045,1644257,140251
2021-03-07,New York State,5237597,7010045,1692014,144621
2021-03-08,New York State,5416301,7010045,1752004,151537
2021-03-09,New York State,5525344,7147625,1792253,147075
2021-03-10,New York State,5691711,7698785,1845103,154877
2021-03-11,New York State,5840907,7894985,1899848,158585
2021-03-12,New York State,5999720,8007325,1954049,162157
2021-03-13,New York State,6295058,8237955,2048700,178982
2021-03-14,New York State,6295058,8237955,2049086,151066
2021-03-15,New York State,6443462,8237955,2106643,146737
2021-03-16,New York State,6571852,8618515,2160663,149501
2021-03-17,New York State,6700442,8921845,2211524,144104
2021-03-18,New York State,6853499,9246035,2260668,144656
2021-03-19,New York State,7004762,9345475,2310782,143577
2021-03-20,New York State,7185757,9586045,2358465,127243
2021-03-21,New York State,7371644,9586045,2415638,153798
2021-03-22,New York State,7522949,9586045,2469786,154212
2021-03-23,New York State,7695283,9982845,2531467,160490
2021-03-24,New York State,7836940,10217925,2595344,162357
2021-03-25,New York State,7986362,10599425,2659823,161838
2021-03-26,New York State,8194278,10822735,2744807,169931
2021-03-27,New York State,8435639,11109835,2846185,178555
2021-03-28,New York State,8654504,11109835,2960695,183266
2021-03-29,New York State,8862843,11109835,3071121,191413
2021-03-30,New York State,9023541,11600475,3158458,189751
2021-03-31,New York State,9261975,11913695,3285602,203576
2021-04-01,New York State,9393484,12177725,3362056,201017
2021-04-02,New York State,9914326,12458595,3714514,245721
2021-04-03,New York State,10281033,12718855,3901557,263628
2021-04-04,New York State,10519517,12718855,4025832,266430
2021-04-05,New York State,10640003,12718855,4091857,253880
2021-04-06,New York State,10761342,13361745,4151808,248257
2021-04-07,New York State,11027009,13642425,4291740,252148
2021-04-08,New York State,11243192,13891405,4404749,264244
2021-04-09,New York State,11519440,14162005,4541344,229302
2021-04-10,New York State,11811282,14459595,4696961,218607
2021-04-11,New York State,12062900,14459595,4833937,220483
2021-04-12,New York State,12242726,14459595,4931444,228960
2021-04-13,New York State,12437468,14895945,5035736,239447
2021-04-14,New York State,12633362,15145335,5137853,229479
2021-04-15,New York State,12843875,15527805,5238268,228669
2021-04-16,New York State,13064837,15659135,5348409,220771
2021-04-17,New York State,13277087,16098245,5459423,209401
2021-04-18,New York State,13531789,16098245,5576166,209841
2021-04-19,New York State,13676604,16098245,5645106,204840
2021-04-20,New York State,13829745,16288865,5714340,198897
2021-04-21,New York State,14003973,16746585,5789997,195802
2021-01-12,North Carolina,211610,836450,19293,
2021-01-13,North Carolina,266938,852000,35148,55328
2021-01-14,North Carolina,268212,969700,,28301
2021-01-15,North Carolina,302824,999650,42790,30405
2021-01-16,North Carolina,,,,28926
2021-01-17,North Carolina,,,,28038
2021-01-18,North Carolina,,,,27447
2021-01-19,North Carolina,400779,999650,54012,27024
2021-01-20,North Carolina,427480,1118250,58407,22935
2021-01-21,North Carolina,473282,1157100,66736,29296
2021-01-22,North Carolina,524914,1192375,74427,31727
2021-01-23,North Carolina,577007,1246600,79197,35671
2021-01-24,North Carolina,636439,1246600,83752,40662
2021-01-25,North Carolina,676037,1246600,86064,42821
2021-01-26,North Carolina,699722,1250900,87292,42706
2021-01-27,North Carolina,716748,1397275,88145,41324
2021-01-28,North Carolina,849801,1399775,120480,53788
2021-01-29,North Carolina,851223,1400375,120946,46616
2021-01-30,North Carolina,898736,1423475,135263,45961
2021-01-31,North Carolina,951657,1423475,149906,45031
2021-02-01,North Carolina,975743,1423475,155824,42815
2021-02-02,North Carolina,976153,1490350,155973,39490
2021-02-03,North Carolina,1026683,1643800,170087,44276
2021-02-04,North Carolina,1063474,1715675,186914,30525
2021-02-05,North Carolina,1110074,1718275,206642,36979
2021-02-06,North Carolina,1171240,1718275,230372,38929
2021-02-07,North Carolina,1242541,1718275,262031,41555
2021-02-08,North Carolina,1274361,1718275,273763,42660
2021-02-09,North Carolina,1287493,1722275,280303,44477
2021-02-10,North Carolina,1336079,1831875,300991,44199
2021-02-11,North Carolina,1382652,1938075,330758,45597
2021-02-12,North Carolina,1447413,1985050,370032,48191
2021-02-13,North Carolina,1523425,2047050,406851,50312
2021-02-14,North Carolina,1617435,2067725,448878,53556
2021-02-15,North Carolina,,,,53826
2021-02-16,North Carolina,1684845,2074400,483989,56765
2021-02-17,North Carolina,1734825,2075375,509113,56964
2021-02-18,North Carolina,1782267,2119250,540933,57088
2021-02-19,North Carolina,1959215,2293000,616620,73115
2021-02-20,North Carolina,2008811,2363200,651958,69341
2021-02-21,North Carolina,2068505,2363200,691447,64439
2021-02-22,North Carolina,2105120,2363200,706245,64854
2021-02-23,North Carolina,2118218,2591415,714869,61910
2021-02-24,North Carolina,2164489,2770825,743827,61381
2021-02-25,North Carolina,2210412,2809745,771618,61164
2021-02-26,North Carolina,2284698,2906485,801324,46498
2021-02-27,North Carolina,2366027,2985475,829122,51031
2021-02-28,North Carolina,2467755,2985475,859255,57036
2021-03-01,North Carolina,2525579,2985475,875367,60066
2021-03-02,North Carolina,2545103,3028055,882572,60984
2021-03-03,North Carolina,2606912,3278075,904005,63203
2021-03-04,North Carolina,2661523,3301865,930616,64444
2021-03-05,North Carolina,2680413,3529525,936887,56531
2021-03-06,North Carolina,2760801,3624905,963741,56396
2021-03-07,North Carolina,2830672,3624905,987326,51845
2021-03-08,North Carolina,2881950,3624905,1007844,50910
2021-03-09,North Carolina,2909142,3719845,1015937,52006
2021-03-10,North Carolina,2979031,3960335,1040603,53160
2021-03-11,North Carolina,3048105,4121260,1071902,55226
2021-03-12,North Carolina,3165928,4132380,1129823,69359
2021-03-13,North Carolina,3391675,4267910,1206651,90125
2021-03-14,North Carolina,3414474,4267910,1219606,83400
2021-03-15,North Carolina,3480495,4267910,1253054,85506
2021-03-16,North Carolina,3564207,4339140,1289585,93581
2021-03-17,North Carolina,3630467,4596440,1321297,93062
2021-03-18,North Carolina,3724856,4708400,1354397,96679
2021-03-19,North Carolina,3813176,4765300,1383634,92464
2021-03-20,North Carolina,3903284,4932810,1404292,73087
2021-03-21,North Carolina,4002867,4932810,1436129,84056
2021-03-22,North Carolina,4064069,4932810,1460412,83368
2021-03-23,North Carolina,4092184,4977220,1469139,75425
2021-03-24,North Carolina,4167233,5239330,1489849,76681
2021-03-25,North Carolina,4240056,5321170,1514708,73600
2021-03-26,North Carolina,4343898,5455090,1558659,75817
2021-03-27,North Carolina,4456503,5680940,1604103,79031
2021-03-28,North Carolina,4549839,5680940,1653037,78139
2021-03-29,North Carolina,4596429,5680940,1678682,76051
2021-03-30,North Carolina,4609430,5775070,1684002,73892
2021-03-31,North Carolina,4691515,6053820,1724042,74897
2021-04-01,North Carolina,4781372,6244060,1768023,77331
2021-04-02,North Carolina,4862483,6520570,1805265,74084
2021-04-03,North Carolina,5008165,6564440,1869358,78809
2021-04-04,North Carolina,5057979,6564440,1889924,72591
2021-04-05,North Carolina,5099793,6564440,1908886,71909
2021-04-06,North Carolina,5118480,6611890,1914300,72721
2021-04-07,North Carolina,5195228,6978740,1954634,71959
2021-04-08,North Carolina,5292280,7170880,2016649,72987
2021-04-09,North Carolina,5402133,7283460,2086708,77093
2021-04-10,North Carolina,5527176,7482530,2164920,74144
2021-04-11,North Carolina,5640827,7482530,2230919,83264
2021-04-12,North Carolina,5714763,7482530,2273894,87853
2021-04-13,North Carolina,5751479,7539050,2291342,90428
2021-04-14,North Carolina,5844600,7783060,2355104,92767
2021-04-15,North Carolina,5936385,7895410,2416439,92015
2021-04-16,North Carolina,6043907,8002830,2483100,91682
2021-04-17,North Carolina,6148077,8309510,2542066,88700
2021-04-18,North Carolina,6244401,8309510,2594167,86225
2021-04-19,North Carolina,6300491,8309510,2620314,83675
2021-04-20,North Carolina,6329443,8375430,2634190,82566
2021-04-21,North Carolina,6396246,8654440,2676540,78807
2021-01-12,North Dakota,39479,53525,5815,
2021-01-13,North Dakota,40728,66725,6395,1249
2021-01-14,North Dakota,42774,68675,,1648
2021-01-15,North Dakota,46410,68675,7555,2310
2021-01-16,North Dakota,,,,2370
2021-01-17,North Dakota,,,,2406
2021-01-18,North Dakota,,,,2430
2021-01-19,North Dakota,56608,68675,8641,2447
2021-01-20,North Dakota,57657,78150,8954,2418
2021-01-21,North Dakota,59245,82850,9881,2353
2021-01-22,North Dakota,64105,86750,12428,2528
2021-01-23,North Dakota,68999,86750,14412,2863
2021-01-24,North Dakota,73175,86750,15589,3095
2021-01-25,North Dakota,75242,86750,15680,3026
2021-01-26,North Dakota,75457,86750,15742,2693
2021-01-27,North Dakota,77230,96425,16952,2796
2021-01-28,North Dakota,80051,105900,18244,2972
2021-01-29,North Dakota,86175,106875,20700,3153
2021-01-30,North Dakota,91585,108050,22968,3227
2021-01-31,North Dakota,97915,108050,25359,3534
2021-02-01,North Dakota,99481,108050,26136,3463
2021-02-02,North Dakota,99990,122050,26493,3505
2021-02-03,North Dakota,103572,122150,27418,3763
2021-02-04,North Dakota,106900,131625,28847,3836
2021-02-05,North Dakota,112827,131625,30829,3807
