date,location,total_vaccinations,total_distributed,people_fully_vaccinated,daily_vaccinations
2021-02-23,Hawaii,333599,449460,109100,13775
2021-02-24,Hawaii,339771,459350,113081,14151
2021-02-25,Hawaii,348897,477450,117638,14501
2021-02-26,Hawaii,359108,494020,123174,8248
2021-02-27,Hawaii,370746,497760,129821,8288
2021-02-28,Hawaii,382798,497760,136943,8547
2021-03-01,Hawaii,389644,497760,141240,8332
2021-03-02,Hawaii,392771,536520,143658,8453
2021-03-03,Hawaii,399195,557040,147853,8489
2021-03-04,Hawaii,411264,571340,154495,8910
2021-03-05,Hawaii,421996,591220,159646,8984
2021-03-06,Hawaii,434343,598100,165543,9085
2021-03-07,Hawaii,436036,598100,166634,7605
2021-03-08,Hawaii,452988,598100,174927,9049
2021-03-09,Hawaii,464100,632120,179965,10190
2021-03-10,Hawaii,475859,647520,184608,10952
2021-03-11,Hawaii,489283,667030,188723,11146
2021-03-12,Hawaii,503482,676520,193632,11641
2021-03-13,Hawaii,517061,681200,199012,11817
2021-03-14,Hawaii,528035,681200,202968,13143
2021-03-15,Hawaii,538235,681200,208017,12178
2021-03-16,Hawaii,546123,718390,211174,11718
2021-03-17,Hawaii,559118,735390,215871,11894
2021-03-18,Hawaii,572716,755470,219607,11919
2021-03-19,Hawaii,587465,766430,224113,11998
2021-03-20,Hawaii,599643,766730,228167,11797
2021-03-21,Hawaii,610517,766730,231477,11783
2021-03-22,Hawaii,614208,766730,232428,10853
2021-03-23,Hawaii,621720,804790,235147,10800
2021-03-24,Hawaii,632086,832800,238370,10424
2021-03-25,Hawaii,642642,865280,242800,9989
2021-03-26,Hawaii,659606,889800,250357,10306
2021-03-27,Hawaii,660902,890600,250944,8751
2021-03-28,Hawaii,662115,890600,251645,7371
2021-03-29,Hawaii,685464,890600,259463,10179
2021-03-30,Hawaii,692706,938870,262135,10141
2021-03-31,Hawaii,705568,962590,268481,10497
2021-04-01,Hawaii,717790,993480,276272,10735
2021-04-02,Hawaii,732136,1005040,284689,10361
2021-04-03,Hawaii,742277,1011720,290158,11625
2021-04-04,Hawaii,757630,1011720,296651,13645
2021-04-05,Hawaii,763772,1011720,299014,11187
2021-04-06,Hawaii,770879,1072750,303429,11168
2021-04-07,Hawaii,784219,1095470,311523,11236
2021-04-08,Hawaii,798942,1122660,322180,11593
2021-04-09,Hawaii,816481,1136660,334093,12049
2021-04-10,Hawaii,817817,1140130,335003,10791
2021-04-11,Hawaii,834817,1140130,345487,11027
2021-04-12,Hawaii,853628,1140130,356879,12837
2021-04-13,Hawaii,864171,1180220,363486,13327
2021-04-14,Hawaii,881413,1202300,372339,13885
2021-04-15,Hawaii,895171,1235470,379371,13747
2021-04-16,Hawaii,911626,1237740,387882,13592
2021-04-17,Hawaii,923883,1269070,394717,15152
2021-04-18,Hawaii,937276,1269070,402153,14637
2021-04-19,Hawaii,943082,1269070,405709,12779
2021-04-20,Hawaii,1075745,1301260,440199,30225
2021-04-21,Hawaii,1089152,1326600,445314,29677
2021-01-12,Idaho,35845,146750,4308,
2021-01-13,Idaho,38872,158125,5653,3027
2021-01-14,Idaho,42586,160075,,3370
2021-01-15,Idaho,46636,160075,8843,3597
2021-01-16,Idaho,,,,3781
2021-01-17,Idaho,,,,3892
2021-01-18,Idaho,,,,3966
2021-01-19,Idaho,63975,160075,10165,4019
2021-01-20,Idaho,69267,166850,10738,4342
2021-01-21,Idaho,73372,178175,11760,4398
2021-01-22,Idaho,77988,181100,13075,4479
2021-01-23,Idaho,82640,181100,13711,4524
2021-01-24,Idaho,87128,181100,14059,4546
2021-01-25,Idaho,91271,181100,14419,4519
2021-01-26,Idaho,93766,184025,14627,4256
2021-01-27,Idaho,96991,203225,15443,3961
2021-01-28,Idaho,102800,210750,16724,4204
2021-01-29,Idaho,108873,221550,18970,4412
2021-01-30,Idaho,114729,221550,20148,4584
2021-01-31,Idaho,120880,221550,21636,4822
2021-02-01,Idaho,124377,221550,22468,4729
2021-02-02,Idaho,126648,216975,22725,4697
2021-02-03,Idaho,132384,245925,24171,5056
2021-02-04,Idaho,141897,262275,26345,5585
2021-02-05,Idaho,159394,262275,28970,7217
2021-02-06,Idaho,176220,266475,32011,8784
2021-02-07,Idaho,185681,266475,34322,9257
2021-02-08,Idaho,195591,266475,35910,10173
2021-02-09,Idaho,198826,282075,37002,10311
2021-02-10,Idaho,205379,310025,39608,10428
2021-02-11,Idaho,214063,319825,43231,10309
2021-02-12,Idaho,214063,320800,43231,7810
2021-02-13,Idaho,221585,328600,46516,6481
2021-02-14,Idaho,242295,329575,56629,8088
2021-02-15,Idaho,,,,8196
2021-02-16,Idaho,263625,333575,64687,9257
2021-02-17,Idaho,270169,334550,67805,9256
2021-02-18,Idaho,278474,336650,71408,9202
2021-02-19,Idaho,304647,357200,81497,12941
2021-02-20,Idaho,313466,358200,85566,13126
2021-02-21,Idaho,326336,358200,92265,12006
2021-02-22,Idaho,336243,358200,98837,11898
2021-02-23,Idaho,340444,388815,100979,10974
2021-02-24,Idaho,346534,422185,104666,10909
2021-02-25,Idaho,356987,432185,110960,11216
2021-02-26,Idaho,367113,459355,116397,8924
2021-02-27,Idaho,378401,485195,121491,9276
2021-02-28,Idaho,392370,485195,128072,9433
2021-03-01,Idaho,404250,485195,133284,9715
2021-03-02,Idaho,409641,517115,135920,9885
2021-03-03,Idaho,418956,525115,140583,10346
2021-03-04,Idaho,428196,546405,145396,10173
2021-03-05,Idaho,442491,589435,152239,10768
2021-03-06,Idaho,457434,594115,159634,11290
2021-03-07,Idaho,471043,594115,166775,11239
2021-03-08,Idaho,482273,594115,174479,11146
2021-03-09,Idaho,489220,617985,178260,11368
2021-03-10,Idaho,497534,627055,182275,11225
2021-03-11,Idaho,507965,649425,187365,11396
2021-03-12,Idaho,522505,669775,193479,11431
2021-03-13,Idaho,536191,671845,199911,11251
2021-03-14,Idaho,550174,671845,206561,11304
2021-03-15,Idaho,559659,671845,212093,11055
2021-03-16,Idaho,566079,718305,215214,10980
2021-03-17,Idaho,566777,726515,215734,9892
2021-03-18,Idaho,586497,735815,224667,11219
2021-03-19,Idaho,603043,759635,231173,11505
2021-03-20,Idaho,622341,785375,239114,12307
2021-03-21,Idaho,639606,785375,245010,12776
2021-03-22,Idaho,650437,785375,250274,12968
2021-03-23,Idaho,656932,821195,253930,12979
2021-03-24,Idaho,666389,848205,257701,14230
2021-03-25,Idaho,678747,863505,262073,13179
2021-03-26,Idaho,694887,871825,267877,13121
2021-03-27,Idaho,710876,910095,274190,12648
2021-03-28,Idaho,728042,910095,282222,12634
2021-03-29,Idaho,736941,910095,286879,12358
2021-03-30,Idaho,740943,942735,289287,12002
2021-03-31,Idaho,752364,948735,294187,12282
2021-04-01,Idaho,766703,977045,300140,12565
2021-04-02,Idaho,782576,1017485,307549,12527
2021-04-03,Idaho,799887,1027045,315017,12716
2021-04-04,Idaho,817221,1027045,322082,12740
2021-04-05,Idaho,826653,1027045,326938,12816
2021-04-06,Idaho,828816,1087245,328309,12553
2021-04-07,Idaho,842030,1095115,335812,12809
2021-04-08,Idaho,855028,1117825,343296,12618
2021-04-09,Idaho,873222,1149805,352163,12949
2021-04-10,Idaho,889862,1165795,362093,12854
2021-04-11,Idaho,909981,1165795,373212,13251
2021-04-12,Idaho,920374,1165795,379753,13389
2021-04-13,Idaho,924998,1199895,382381,13740
2021-04-14,Idaho,917256,1214365,378008,10747
2021-04-15,Idaho,929172,1226365,385531,10592
2021-04-16,Idaho,944361,1240315,394528,10163
2021-04-17,Idaho,959118,1283065,404583,9894
2021-04-18,Idaho,974591,1283065,414466,9230
2021-04-19,Idaho,981273,1283065,418474,8700
2021-04-20,Idaho,984868,1327455,420663,8553
2021-04-21,Idaho,994195,1345955,426149,10991
2021-01-12,Illinois,347005,903100,62757,
2021-01-13,Illinois,365859,920225,74186,18854
2021-01-14,Illinois,403666,958125,,28330
2021-01-15,Illinois,437765,1011225,91248,30253
2021-01-16,Illinois,,,,28158
2021-01-17,Illinois,,,,26902
2021-01-18,Illinois,,,,26064
2021-01-19,Illinois,525261,1011225,104533,25465
2021-01-20,Illinois,539926,1094000,107651,24867
2021-01-21,Illinois,570527,1173325,111933,23837
2021-01-22,Illinois,607502,1209300,120754,24248
2021-01-23,Illinois,654752,1417250,128907,27873
2021-01-24,Illinois,699072,1417250,135330,31080
2021-01-25,Illinois,723203,1417250,137465,31402
2021-01-26,Illinois,737989,1548950,140394,30390
2021-01-27,Illinois,766659,1591000,147925,32390
2021-01-28,Illinois,823325,1631775,162086,36114
2021-01-29,Illinois,884502,1658725,181063,39571
2021-01-30,Illinois,948804,1696575,197643,42007
2021-01-31,Illinois,1011454,1696575,211528,44626
2021-02-01,Illinois,1054814,1696575,219095,47373
2021-02-02,Illinois,1073076,1859850,223026,47870
2021-02-03,Illinois,1108571,1986725,230850,48845
2021-02-04,Illinois,1178369,2053325,247763,50721
2021-02-05,Illinois,1247521,2089050,260248,51860
2021-02-06,Illinois,1329963,2089050,275276,54451
2021-02-07,Illinois,1401585,2089050,288458,55733
2021-02-08,Illinois,1457693,2089050,299201,57554
2021-02-09,Illinois,1477780,2207200,302923,57815
2021-02-10,Illinois,1539781,2327100,314687,61601
2021-02-11,Illinois,1604830,2455500,330108,60923
2021-02-12,Illinois,1674988,2481075,348826,61067
2021-02-13,Illinois,1772568,2561800,375992,63229
2021-02-14,Illinois,1854228,2566675,400340,64663
2021-02-15,Illinois,,,,63802
2021-02-16,Illinois,1954382,2661550,422981,68086
2021-02-17,Illinois,1996099,2694700,431310,65188
2021-02-18,Illinois,2037388,2706400,446598,61794
2021-02-19,Illinois,2174539,2883925,492551,71364
2021-02-20,Illinois,2261482,2924725,527382,69845
2021-02-21,Illinois,2339546,2924925,560403,69331
2021-02-22,Illinois,2354395,2924925,578393,64299
2021-02-23,Illinois,2416034,3005345,602595,65950
2021-02-24,Illinois,2461385,3327065,623117,66469
2021-02-25,Illinois,2519447,3499685,652316,68866
2021-02-26,Illinois,2639826,3557335,703902,66470
2021-02-27,Illinois,2735250,3575135,757754,67681
2021-02-28,Illinois,2824209,3575135,806078,69238
2021-03-01,Illinois,2906555,3575135,847352,78880
2021-03-02,Illinois,2958947,3722705,867812,77559
2021-03-03,Illinois,3022385,3925545,897827,80143
2021-03-04,Illinois,3107699,4093855,939034,84036
2021-03-05,Illinois,3204414,4334465,984808,80655
2021-03-06,Illinois,3341021,4378835,1050701,86539
2021-03-07,Illinois,3473676,4378835,1109123,92781
2021-03-08,Illinois,3571808,4378835,1153941,95036
2021-03-09,Illinois,3601065,4715845,1166993,91731
2021-03-10,Illinois,3672596,4863485,1200821,92887
2021-03-11,Illinois,3777731,5031335,1245707,95719
2021-03-12,Illinois,3925271,5044435,1329918,102980
2021-03-13,Illinois,4197357,5167015,1461858,122334
2021-03-14,Illinois,4197470,5167015,1462024,103399
2021-03-15,Illinois,4297923,5167015,1508375,103731
2021-03-16,Illinois,4379055,5531315,1551538,111141
2021-03-17,Illinois,4469795,5664615,1592976,113886
2021-03-18,Illinois,4584510,5739945,1637747,115254
2021-03-19,Illinois,4683361,5818585,1678369,108299
2021-03-20,Illinois,4826260,5909425,1723407,89843
2021-03-21,Illinois,4960792,5909425,1768206,109046
2021-03-22,Illinois,5051382,5909425,1797959,107637
2021-03-23,Illinois,5096694,6373315,1814376,102520
2021-03-24,Illinois,5177472,6452075,1840517,101097
2021-03-25,Illinois,5287852,6697605,1872114,100477
2021-03-26,Illinois,5412272,6752455,1905926,104130
2021-03-27,Illinois,5542211,6883535,1945476,102279
2021-03-28,Illinois,5682011,6883535,1996988,103031
2021-03-29,Illinois,5793846,6883535,2042458,106066
2021-03-30,Illinois,5843688,7256585,2060967,106713
2021-03-31,Illinois,5932882,7493325,2089452,107916
2021-04-01,Illinois,6073419,7770165,2140575,112224
2021-04-02,Illinois,6192219,7975455,2184228,111421
2021-04-03,Illinois,6340870,8021745,2243105,114094
2021-04-04,Illinois,6488477,8021745,2301352,115209
2021-04-05,Illinois,6592898,8021745,2346220,114150
2021-04-06,Illinois,6627939,8320075,2357970,112036
2021-04-07,Illinois,6725817,8687945,2400675,113276
2021-04-08,Illinois,6860904,8911325,2469095,112498
2021-04-09,Illinois,7017850,9110565,2544950,117947
2021-04-10,Illinois,7185009,9270385,2638915,120591
2021-04-11,Illinois,7363280,9270385,2747814,124972
2021-04-12,Illinois,7495849,9270385,2821990,128993
2021-04-13,Illinois,7626668,9622455,2858827,142676
2021-04-14,Illinois,7582133,9692575,2875073,122331
2021-04-15,Illinois,7723702,9951575,2948062,123257
2021-04-16,Illinois,7855924,10093045,3012658,119725
2021-04-17,Illinois,8027611,10246165,3097689,120372
2021-04-18,Illinois,8189755,10246165,3183082,118068
2021-04-19,Illinois,8306266,10246165,3241860,115774
2021-04-20,Illinois,8371979,10494045,3275474,106473
2021-04-21,Illinois,8455483,10713065,3324660,124764
2021-01-12,Indian Health Svc,68387,224425,236,
2021-01-13,Indian Health Svc,74462,290900,323,6075
2021-01-14,Indian Health Svc,81726,291800,,6670
2021-01-15,Indian Health Svc,90245,292700,12730,7286
2021-01-16,Indian Health Svc,,,,6333
2021-01-17,Indian Health Svc,,,,5761
2021-01-18,Indian Health Svc,,,,5380
2021-01-19,Indian Health Svc,104140,292700,13348,5108
2021-01-20,Indian Health Svc,108975,315325,14874,4930
2021-01-21,Indian Health Svc,117297,323600,17778,5082
2021-01-22,Indian Health Svc,123534,355475,18985,4756
2021-01-23,Indian Health Svc,143678,357850,21677,7137
2021-01-24,Indian Health Svc,153784,357850,23643,8084
2021-01-25,Indian Health Svc,155529,357850,24145,7838
2021-01-26,Indian Health Svc,158282,357950,25502,7735
2021-01-27,Indian Health Svc,165764,386400,28995,8113
2021-01-28,Indian Health Svc,180226,406525,33645,8990
2021-01-29,Indian Health Svc,191109,423400,36548,9654
2021-01-30,Indian Health Svc,194962,423600,37890,7326
2021-01-31,Indian Health Svc,209747,423600,40602,7995
2021-02-01,Indian Health Svc,210664,423600,40917,7876
2021-02-02,Indian Health Svc,214183,440900,42503,7986
2021-02-03,Indian Health Svc,224095,461000,45751,8333
2021-02-04,Indian Health Svc,238594,477275,52748,8338
2021-02-05,Indian Health Svc,244323,492875,54966,7602
2021-02-06,Indian Health Svc,276062,492875,67885,11586
2021-02-07,Indian Health Svc,282039,492875,69477,10327
2021-02-08,Indian Health Svc,291338,492875,72334,11525
2021-02-09,Indian Health Svc,297375,492875,73708,11885
2021-02-10,Indian Health Svc,306717,662850,77250,11803
2021-02-11,Indian Health Svc,325336,679350,83614,12392
2021-02-12,Indian Health Svc,346969,679950,90005,14664
2021-02-13,Indian Health Svc,362802,691650,95032,12391
2021-02-14,Indian Health Svc,378614,695550,99411,13796
2021-02-15,Indian Health Svc,,,,12944
2021-02-16,Indian Health Svc,385284,697025,100756,12558
2021-02-17,Indian Health Svc,390833,697025,102592,12017
2021-02-18,Indian Health Svc,401516,698000,106026,10883
2021-02-19,Indian Health Svc,407039,704825,108364,8581
2021-02-20,Indian Health Svc,412073,732905,110670,7039
2021-02-21,Indian Health Svc,426034,732905,115147,6774
2021-02-22,Indian Health Svc,441876,732905,121574,8561
2021-02-23,Indian Health Svc,455371,748780,126117,10012
2021-02-24,Indian Health Svc,468627,826090,131359,11113
2021-02-25,Indian Health Svc,488731,826090,139832,12459
2021-02-26,Indian Health Svc,516471,848190,152234,15633
2021-02-27,Indian Health Svc,537180,868080,161105,17872
2021-02-28,Indian Health Svc,553652,868080,167073,18231
2021-03-01,Indian Health Svc,569259,868080,174607,18198
2021-03-02,Indian Health Svc,577710,868080,179169,17477
2021-03-03,Indian Health Svc,588253,948600,184195,17089
2021-03-04,Indian Health Svc,603339,1102700,190131,16373
2021-03-05,Indian Health Svc,620761,1123090,198047,14899
2021-03-06,Indian Health Svc,642492,1123090,209045,15045
2021-03-07,Indian Health Svc,655254,1123090,214322,14515
2021-03-08,Indian Health Svc,665997,1123090,220205,13820
2021-03-09,Indian Health Svc,669504,1126690,221461,13113
2021-03-10,Indian Health Svc,684185,1185450,229137,13705
2021-03-11,Indian Health Svc,697130,1212425,234678,13399
2021-03-12,Indian Health Svc,715356,1239435,243445,13514
2021-03-13,Indian Health Svc,733344,1239435,252406,12979
2021-03-14,Indian Health Svc,746005,1239435,259196,12964
2021-03-15,Indian Health Svc,757075,1239435,264643,13011
2021-03-16,Indian Health Svc,768056,1239435,270509,14079
2021-03-17,Indian Health Svc,781325,1315655,275418,13877
2021-03-18,Indian Health Svc,799030,1325735,282539,14557
2021-03-19,Indian Health Svc,814515,1356155,288947,14166
2021-03-20,Indian Health Svc,827880,1357325,293900,13505
2021-03-21,Indian Health Svc,845754,1357325,303309,14250
2021-03-22,Indian Health Svc,857036,1357325,310490,14280
2021-03-23,Indian Health Svc,860107,1375025,311687,13150
2021-03-24,Indian Health Svc,876022,1418595,318658,13528
2021-03-25,Indian Health Svc,886247,1418595,323370,12460
2021-03-26,Indian Health Svc,903716,1460525,331810,12743
2021-03-27,Indian Health Svc,919115,1462525,340016,13034
2021-03-28,Indian Health Svc,940544,1462525,351992,13541
2021-03-29,Indian Health Svc,945805,1462525,354700,12681
2021-03-30,Indian Health Svc,948459,1473725,355817,12622
2021-03-31,Indian Health Svc,964050,1510615,362684,12575
2021-04-01,Indian Health Svc,980337,1510615,372297,13441
2021-04-02,Indian Health Svc,995251,1527915,380680,13076
2021-04-03,Indian Health Svc,1008639,1555025,388644,12789
2021-04-04,Indian Health Svc,1025958,1555025,399736,12202
2021-04-05,Indian Health Svc,1027727,1555025,400944,11703
2021-04-06,Indian Health Svc,1031205,1576225,402687,11821
2021-04-07,Indian Health Svc,1042543,1595635,409451,11213
2021-04-08,Indian Health Svc,1055456,1605835,416648,10731
2021-04-09,Indian Health Svc,1069111,1623385,425772,10551
2021-04-10,Indian Health Svc,1082899,1623385,436042,10609
2021-04-11,Indian Health Svc,1091286,1623385,441943,9333
2021-04-12,Indian Health Svc,1094904,1623385,444728,9597
2021-04-13,Indian Health Svc,1099623,1633285,447692,9774
2021-04-14,Indian Health Svc,1111526,1642125,455913,9855
2021-04-15,Indian Health Svc,1124678,1648525,464181,9889
2021-04-16,Indian Health Svc,1137200,1648525,472725,9727
2021-04-17,Indian Health Svc,1150362,1657885,480136,9638
2021-04-18,Indian Health Svc,1160071,1657885,486527,9826
2021-04-19,Indian Health Svc,1161408,1657885,487253,9501
2021-04-20,Indian Health Svc,1164071,1657885,488886,9207
2021-04-21,Indian Health Svc,1174252,1666225,495362,8961
2021-01-12,Indiana,191844,540475,23546,
2021-01-13,Indiana,211334,579050,32040,19490
2021-01-14,Indiana,233488,630025,,20822
2021-01-15,Indiana,260310,642425,37683,22822
2021-01-16,Indiana,,,,21765
2021-01-17,Indiana,,,,21131
2021-01-18,Indiana,,,,20708
2021-01-19,Indiana,334686,642425,50862,20406
2021-01-20,Indiana,356385,741025,58616,20722
2021-01-21,Indiana,387137,816025,66801,21950
2021-01-22,Indiana,414127,839925,73986,21974
2021-01-23,Indiana,446029,841725,77985,23875
2021-01-24,Indiana,446029,841725,77985,21219
2021-01-25,Indiana,491856,841725,83554,25109
2021-01-26,Indiana,498824,900175,84719,23448
2021-01-27,Indiana,524180,920975,91255,23971
2021-01-28,Indiana,552144,925300,97614,23572
2021-01-29,Indiana,581322,929900,105208,23885
2021-01-30,Indiana,607185,931500,111233,23022
2021-01-31,Indiana,607185,931500,111233,23022
2021-02-01,Indiana,607185,931500,111233,16476
2021-02-02,Indiana,612289,1091375,112864,16209
2021-02-03,Indiana,637745,1106550,120352,16224
2021-02-04,Indiana,671191,1116375,129626,17007
2021-02-05,Indiana,710888,1117350,142405,18509
2021-02-06,Indiana,749771,1118350,156083,20369
2021-02-07,Indiana,749771,1118350,156083,20369
2021-02-08,Indiana,749771,1118350,156083,20369
2021-02-09,Indiana,761070,1206125,161879,21254
2021-02-10,Indiana,795702,1291675,177231,22565
2021-02-11,Indiana,832031,1351325,194281,22977
2021-02-12,Indiana,873568,1360125,213259,23240
2021-02-13,Indiana,1018783,1387975,267774,38430
2021-02-14,Indiana,1058874,1388375,287278,44158
2021-02-15,Indiana,,,,46507
2021-02-16,Indiana,1091762,1445100,303183,47242
2021-02-17,Indiana,1113413,1447050,313895,45387
2021-02-18,Indiana,1125976,1452900,320425,41992
2021-02-19,Indiana,1194094,1487400,350440,45789
2021-02-20,Indiana,1234416,1487400,372868,30805
2021-02-21,Indiana,1269839,1487400,393133,30138
2021-02-22,Indiana,1292340,1487400,406193,31003
2021-02-23,Indiana,1298877,1704790,409185,29588
2021-02-24,Indiana,1361053,1734580,442984,35377
2021-02-25,Indiana,1459296,1810380,497603,47617
2021-02-26,Indiana,1505040,1832150,523102,44421
2021-02-27,Indiana,1551945,1848620,547718,45361
2021-02-28,Indiana,1590344,1848620,568523,45786
2021-03-01,Indiana,1615149,1848620,582218,46116
2021-03-02,Indiana,1624577,2053030,586294,46529
2021-03-03,Indiana,1657664,2083930,604583,42373
2021-03-04,Indiana,1697536,2132730,626952,34034
2021-03-05,Indiana,1748623,2191530,652106,34798
2021-03-06,Indiana,1800802,2206230,676716,35551
2021-03-07,Indiana,1844669,2206230,696962,36332
2021-03-08,Indiana,1879649,2206230,716718,37786
2021-03-09,Indiana,1892845,2443780,724015,38324
2021-03-10,Indiana,1934412,2473740,745011,39535
2021-03-11,Indiana,1979075,2516910,765301,40220
2021-03-12,Indiana,2030306,2536330,792015,40240
2021-03-13,Indiana,2127154,2537330,837244,46622
2021-03-14,Indiana,2127229,2537330,837398,40366
2021-03-15,Indiana,2160312,2537330,854647,40095
2021-03-16,Indiana,2170644,2786140,859950,39686
2021-03-17,Indiana,2206988,2817710,875577,38939
2021-03-18,Indiana,2252443,2861620,893151,39053
2021-03-19,Indiana,2304432,2888280,913463,39161
2021-03-20,Indiana,2360942,2964250,937926,33398
2021-03-21,Indiana,2406866,2964250,956783,39948
2021-03-22,Indiana,2437519,2964250,969665,39601
2021-03-23,Indiana,2447336,3132390,974543,39527
2021-03-24,Indiana,2488889,3161270,989857,40272
2021-03-25,Indiana,2540707,3191470,1011271,41181
2021-03-26,Indiana,2598661,3217220,1036624,42033
2021-03-27,Indiana,2655132,3328110,1060159,42027
2021-03-28,Indiana,2700392,3328110,1082231,41932
2021-03-29,Indiana,2734813,3328110,1098306,42471
2021-03-30,Indiana,2744163,3519900,1103261,42404
2021-03-31,Indiana,2787166,3532620,1123914,42611
2021-04-01,Indiana,2840511,3588220,1147247,42829
2021-04-02,Indiana,2903944,3616140,1174624,43612
2021-04-03,Indiana,2972415,3640170,1208285,45326
2021-04-04,Indiana,3016801,3640170,1233438,45201
2021-04-05,Indiana,3048583,3640170,1250217,44824
2021-04-06,Indiana,3057121,4112750,1252763,44708
2021-04-07,Indiana,3099903,4145650,1272876,44677
2021-04-08,Indiana,3158259,4203150,1298097,45393
2021-04-09,Indiana,3229355,4227610,1326151,46487
2021-04-10,Indiana,3301186,4286610,1356734,46967
2021-04-11,Indiana,3361921,4286610,1381844,49303
2021-04-12,Indiana,3412179,4286610,1404887,51942
2021-04-13,Indiana,3431284,4620230,1411286,53452
2021-04-14,Indiana,3443028,4640750,1419782,49018
2021-04-15,Indiana,3509410,4699940,1449816,50164
2021-04-16,Indiana,3575816,4717200,1480851,49494
2021-04-17,Indiana,3634597,4775740,1509814,47630
2021-04-18,Indiana,3685577,4775740,1534209,46237
2021-04-19,Indiana,3713772,4775740,1547101,43085
2021-04-20,Indiana,3726846,4962550,1552343,42223
2021-04-21,Indiana,3764137,5086110,1572858,45873
2021-01-12,Iowa,98691,208875,6099,
2021-01-13,Iowa,112093,264125,9603,13402
2021-01-14,Iowa,112093,268025,,6701
2021-01-15,Iowa,120983,269000,10742,7431
2021-01-16,Iowa,,,,7071
2021-01-17,Iowa,,,,6856
2021-01-18,Iowa,,,,6712
2021-01-19,Iowa,144955,269000,12629,6609
2021-01-20,Iowa,149850,291075,13995,5394
2021-01-21,Iowa,158743,328600,16860,6664
2021-01-22,Iowa,170607,338950,22429,7089
2021-01-23,Iowa,180110,361475,26426,7591
2021-01-24,Iowa,191183,361475,30949,8316
2021-01-25,Iowa,196203,361475,32149,8177
2021-01-26,Iowa,197982,361575,32547,7575
2021-01-27,Iowa,204196,362875,36067,7764
2021-01-28,Iowa,212497,391575,40477,7679
2021-01-29,Iowa,224347,398600,46785,7677
2021-01-30,Iowa,237874,417900,52324,8252
2021-01-31,Iowa,252202,417900,58367,8717
2021-02-01,Iowa,257468,417900,60259,8752
2021-02-02,Iowa,259522,415325,61085,8791
2021-02-03,Iowa,266777,446825,64234,8940
2021-02-04,Iowa,279252,471200,69401,9536
2021-02-05,Iowa,293377,507850,74252,9861
2021-02-06,Iowa,308527,510550,80640,10093
2021-02-07,Iowa,328412,510550,87373,10887
2021-02-08,Iowa,345350,510550,89506,12555
2021-02-09,Iowa,351803,510550,90525,13183
2021-02-10,Iowa,368759,540375,95650,14569
2021-02-11,Iowa,387370,579200,99986,15445
2021-02-12,Iowa,408578,590900,104622,16457
2021-02-13,Iowa,432473,595775,109660,17707
2021-02-14,Iowa,456512,597725,115407,18300
2021-02-15,Iowa,,,,17966
2021-02-16,Iowa,485710,615100,119865,19130
2021-02-17,Iowa,495487,619000,122291,18104
2021-02-18,Iowa,507650,648600,124111,17183
2021-02-19,Iowa,552706,669900,134995,20590
2021-02-20,Iowa,577374,707865,141104,20700
2021-02-21,Iowa,599489,707865,147615,20425
2021-02-22,Iowa,611188,707865,152158,20011
2021-02-23,Iowa,614928,746475,153335,18460
2021-02-24,Iowa,621717,792615,155321,18033
2021-02-25,Iowa,631160,837515,157985,17644
2021-02-26,Iowa,654074,872345,163243,14481
2021-02-27,Iowa,684596,901745,169214,15317
2021-02-28,Iowa,713054,901745,178637,16224
2021-03-01,Iowa,734845,901745,188168,17665
2021-03-02,Iowa,740713,940045,190215,17969
2021-03-03,Iowa,753860,983345,196691,18878
2021-03-04,Iowa,773314,1020845,206008,20308
2021-03-05,Iowa,801113,1068655,219494,21006
2021-03-06,Iowa,861247,1106755,253261,25236
2021-03-07,Iowa,906470,1106755,274405,27631
2021-03-08,Iowa,940050,1106755,304688,29315
2021-03-09,Iowa,952377,1162165,313434,30238
2021-03-10,Iowa,969877,1196265,323127,30860
2021-03-11,Iowa,999390,1231655,339509,32297
2021-03-12,Iowa,1034296,1257345,359687,33312
2021-03-13,Iowa,1114523,1288785,407675,36182
2021-03-14,Iowa,1114556,1288785,407760,29727
2021-03-15,Iowa,1145079,1288785,423373,29290
2021-03-16,Iowa,1155003,1342995,428963,28947
2021-03-17,Iowa,1155384,1377395,429403,26501
2021-03-18,Iowa,1182560,1429895,441682,26167
2021-03-19,Iowa,1225964,1452225,464445,27381
2021-03-20,Iowa,1265775,1482225,485885,21607
2021-03-21,Iowa,1302395,1482225,503391,26834
2021-03-22,Iowa,1324891,1482225,513482,25687
2021-03-23,Iowa,1333747,1539355,517307,25535
2021-03-24,Iowa,1346156,1570955,523340,27253
2021-03-25,Iowa,1369302,1636025,530038,26677
2021-03-26,Iowa,1402543,1662335,544454,25226
2021-03-27,Iowa,1445223,1696035,562423,25635
2021-03-28,Iowa,1488820,1696035,585741,26632
2021-03-29,Iowa,1514487,1696035,598935,27085
2021-03-30,Iowa,1525091,1773355,603095,27335
2021-03-31,Iowa,1539664,1816015,610099,27644
2021-04-01,Iowa,1567904,1895675,621545,28372
2021-04-02,Iowa,1605295,1915125,636810,28965
2021-04-03,Iowa,1687691,1919805,672306,34638
2021-04-04,Iowa,1688053,1919805,672920,28462
2021-04-05,Iowa,1706823,1919805,683527,27477
2021-04-06,Iowa,1716227,2059505,686954,27305
2021-04-07,Iowa,1732177,2097475,695437,27502
